city,freebase_id,iata_code,country
Freising,/m/02ftp5,,Germany
Freital,/m/0d9xwb,,Germany
Frelinghien,/m/03h2bvk,,France
Fremantle,/m/012q8y,,Australia
Fremont,/m/0ym3f,,United States
Fremont,/m/0x691,,United States
Fremont,/m/0z1gv,,United States
Fremont,/m/0dwh5,,United States
Fremont,/m/0t13q,,United States
Fremont,/m/0vg18,,United States
Fremont Hills,/m/0wtmf,,United States
Frenchburg,/m/0th80,,United States
Frenštát pod Radhoštěm,/m/0c2s2w,,Czech Republic
Freren,/m/0c5bcj,,Germany
Fresia,/m/02pd48r,,Chile
Fresnillo,/m/0340v9,,Mexico
Fresno,/m/0mzy7,,United States
Freudenberg,/m/0blxqw,,Germany
Freudenberg,/m/0blxm7,,Germany
Freudenstadt,/m/04tk1j,,Germany
Freyburg,/m/0cz19w,,Germany
Freystadt,/m/0fcff3,,Germany
Freyung,/m/0fcfhx,,Germany
Fribourg,/m/015trb,,Switzerland
Fridingen an der Donau,/m/0fcfnf,,Germany
Fridley,/m/0vss9,,United States
Friedberg,/m/023nb9,,Germany
Friedberg,/m/02gbw1,,Germany
Friedland,/m/01hgcw,,Germany
Friedland,/m/0fcfpv,,Germany
Friedrichroda,/m/0b6h53,,Germany
Friedrichsdorf,/m/056kc6,,Germany
Friedrichshafen,/m/0p61f,,Germany
Friedrichstadt,/m/0b1hrh,,Germany
Friedrichsthal,/m/0c0f32,,Germany
Friend,/m/0x97m,,United States
Friendship,/m/0_tc7,,United States
Friendsville,/m/0_sw8,,United States
Friendswood,/m/013mr0,,United States
Friesack,/m/0fcfvr,,Germany
Friesoythe,/m/0c454t,,Germany
Friona,/m/0107pz,,United States
Frisange,/m/08gjjt,,Luxembourg
Frisco,/m/013m3r,,United States
Fritch,/m/013my6,,United States
Fritzlar,/m/02vkx0,,Germany
Frohburg,/m/0fcfwg,,Germany
Frohna,/m/0wyzr,,United States
Frombork,/m/0hvz8,,Poland
Frontenac,/m/0w_t7,,United States
Frontenac,/m/0t65s,,United States
Frontenac Islands,/m/02rfy8c,,Canada
Frontier,/m/0yngf,,United States
Frost,/m/010720,,United States
Frost,/m/0vzxn,,United States
Frostburg,/m/0tt6z,,United States
Frostproof,/m/0rrc5,,United States
Fruit Heights,/m/010drk,,United States
Fruita,/m/0rbzz,,United States
Fruithurst,/m/0q5_h,,United States
Fruitland,/m/0t1tw,,United States
Fruitland,/m/0txqd,,United States
Fruitland,/m/0s2hk,,United States
Fruitland Park,/m/0rl_1,,United States
Frunză,/m/06wbl4m,,Moldova
Frutillar,/m/068b4_,,Chile
"Frías, Santiago del Estero",/m/0bwhr62,,Argentina
Fröndenberg,/m/072s3f,,Germany
Frýdek-Místek,/m/08442c,,Czech Republic
Frýdlant,/m/07j7lw,,Czech Republic
Frýdlant nad Ostravicí,/m/09n0w9,,Czech Republic
Fuchū,/m/01wrjf,,Japan
Fugnan Bira,/m/03gr_4t,,Ethiopia
Fuji,/m/01wlfq,,Japan
Fujieda,/m/01wljn,,Japan
Fujimi,/m/01whq_,,Japan
Fujimino,/m/09sc9m,,Japan
Fujinomiya,/m/01wldh,,Japan
Fujisawa,/m/01wjg4,,Japan
Fujiwara-kyō,/m/0ds7pr,,Japan
Fukaya,/m/01whjm,,Japan
Fukuhara-kyō,/m/02r88p6,,Japan
Fukui,/m/0gp5rr,,Japan
Fukuoka,/m/0gqkd,,Japan
Fukushima,/m/0gqkx,,Japan
Fukuyama,/m/0gp6j3,,Japan
Fulacunda,/m/09c612,,Guinea-Bissau
Fulda,/m/09pd0,,Germany
Fulda,/m/0w891,,United States
Fulginiae,/m/08ync8,,Italy
Fuli Township,/m/06zq07d,,Taiwan
Fullerton,/m/0r2dp,,United States
Fullerton,/m/0x88y,,United States
Fullerton,/m/0ynsf,,United States
Fulshear,/m/01019c,,United States
Fulton,/m/011q5n,,United States
Fulton,/m/0qtgs,,United States
Fulton,/m/0sj58,,United States
Fulton,/m/0t59f,,United States
Fulton,/m/0wt03,,United States
Fulton,/m/0wqdm,,United States
Fulton,/m/0tdn1,,United States
Fultondale,/m/0q80s,,United States
Fumay,/m/08jwgc,,France
Funabashi,/m/01cc8x,,Japan
Funafuti,/m/0d7f3,,Tuvalu
Fundulea,/m/069x_f,,Romania
Funes,/m/07zcph,,Argentina
Funkley,/m/0vtg9,,United States
Funsi,/m/0k2g2jn,,Ghana
Fuquay-Varina,/m/0ylg8,,United States
Furnos Maior and Furnos Minor,/m/0fcw8h,,
Furth im Wald,/m/0fcg0c,,Germany
Furtwangen im Schwarzwald,/m/03b2qd,,Germany
Fushun,/m/0579t4,,People's Republic of China
Fushë-Arrëz,/m/04zvf9q,,Albania
Fushë-Krujë,/m/03qhvwx,,Albania
Futian Port,/m/05zvw27,,People's Republic of China
Futrono,/m/02qfzhw,,Chile
Fuxin,/m/056rxg,,People's Republic of China
Fuxing Township,/m/03tbx1,,Taiwan
Fuyang,/m/05_zff,,People's Republic of China
Fuyong Ferry Terminal,/m/0n3yb9p,,People's Republic of China
Fuzhou,/m/01jzm9,,People's Republic of China
Fuzhou,/m/06j655,,People's Republic of China
Fuzuli,/m/04ggcnp,,Azerbaijan
Fépin,/m/03m8d69,,France
Fót,/m/02rd0dq,,Hungary
Førde,/m/0zbv22r,,Norway
Fürstenau,/m/0c8v1b,,Germany
Fürstenberg/Havel,/m/0fcfzz,,Germany
Fürstenfeldbruck,/m/03y09q,,Germany
Fürstenwalde,/m/07sv5k,,Germany
Fürth,/m/02wb2t,,Germany
Füssen,/m/03vhx3,,Germany
Füzesabony,/m/02ww081,,Hungary
Füzesgyarmat,/m/026l9gq,,Hungary
Făget,/m/05kyth,,Romania
Fălciu,/m/05nwjb,,Romania
Fălești,/m/06wc9jm,,Moldova
Fălești,/m/06wc9jm,,Soviet Union
Fălești,/m/06wc9jm,,Russian Empire
Fălești,/m/06wc9jm,,Kingdom of Romania
Fălești,/m/06wc9jm,,Moldavian Democratic Republic
Fălești,/m/06wc9jm,,Principality of Moldavia
Făurei,/m/0413w3r,,Romania
GIFT City,/m/047fxvb,,India
Gaastra,/m/01_qqry,,United States
Gabala,/m/089crs,,Syria
Gabane,/m/03hnzcm,,Botswana
Gabela,/m/03hn1vm,,Angola
Gabiadji,/m/05p0nnk,,Ivory Coast
Gabii,/m/089yt7,,Italy
Gaborone,/m/0fndh,,Botswana
Gabrovo,/m/03jfmp,,Bulgaria
Gabu,/m/059f0m,,Guinea-Bissau
Gackle,/m/0ypfj,,United States
Gadabay,/m/04gg8wn,,Azerbaijan
Gadebusch,/m/084ftt,,Germany
Gadsden,/m/0q74c,,United States
Gaffney,/m/0_l0w,,United States
Gaggenau,/m/0djcxd,,Germany
Gagnoa,/m/012cf0bj,,Ivory Coast
Gahanna,/m/020m2qr,,United States
Gaibandha,/m/0134gs1x,,Bangladesh
Gaildorf,/m/0dvk57,,Germany
Gainesville,/m/0rh7t,,United States
Gainesville,/m/0rx3f,,United States
Gainesville,/m/0__lx,,United States
Gainesville,/m/0wysx,,United States
Gaithersburg,/m/0dzn7,,United States
Galafi,/m/03wf1b2,,Djibouti
Galashiels,/m/023q__,,United Kingdom
Galatia,/m/0t56p,,United States
Galax,/m/0mnw1,,United States
Galați,/m/01m0rb,,Romania
Galena,/m/01z1tfp,,United States
Galena,/m/0s8v1,,United States
Galena,/m/0x0kn,,United States
Galena,/m/0t5r9,,United States
Galena Park,/m/0102k6,,United States
Galepsus,/m/03hm4l1,,Greece
Galesburg,/m/0s9gh,,United States
Galesburg,/m/0v98q,,United States
Galesburg,/m/0yrw2,,United States
Galesburg,/m/0t93c,,United States
Galesville,/m/011bv0,,United States
Galgalia,/m/0hzrbbk,,India
Gali,/m/04lj96,,Georgia
Gali,/m/04lj96,,Republic of Abkhazia
Galion,/m/0yv6g,,United States
Galkayo,/m/03stcw,,Somalia
Gallabat,/m/05_d19,,Sudan
Gallatin,/m/0wv7c,,United States
Gallatin,/m/0_z_y,,United States
Gallatin,/m/0_wyz,,United States
Gallaway,/m/0_tnw,,United States
Galle,/m/0273mk,,Sri Lanka
Gallup,/m/0xvg_,,United States
Galston,/m/04592q,,United Kingdom
Galt,/m/0xhfp,,United States
Galt,/m/0r43b,,United States
Galt,/m/0t4vl,,United States
Galva,/m/0s84c,,United States
Galva,/m/0t8lh,,United States
Galva,/m/0s_m1,,United States
Galveston,/m/0f2sq,,United States
Galway,/m/0m__z,,Ireland
Gamaliel,/m/0th9r,,United States
Gambela,/m/06ppgd,,Ethiopia
Gambell,/m/0qgfp,,United States
Gamboma,/m/09bv8_,,Republic of the Congo
Gambrion,/m/0gg6448,,Turkey
Gamewell,/m/0ydzg,,United States
Gammertingen,/m/0fcg2v,,Germany
Gampaha,/m/0963j5,,Sri Lanka
Gamprin,/m/07vwc8,,Liechtenstein
Ganado,/m/0104gz,,United States
Ganda Singh Wala,/m/0crhvtb,,Pakistan
Gandhidham,/m/08jqr2,,India
Gandhinagar,/m/01d3mw,,India
Gandiaye,/m/0prhl,,Senegal
Gangneung,/m/01tkyc,,South Korea
Gangtok,/m/04vdf2,,India
Ganj Basoda,/m/0f0csq,,India
Ganja,/m/030pcj,,Azerbaijan
Ganta,/m/05bj70,,Liberia
Ganzhou,/m/03rn2n,,People's Republic of China
Gaoshu Township,/m/07k93vk,,Taiwan
Gaoua,/m/04xzh4,,Burkina Faso
Gapan,/m/03xfcj,,Philippines
Garabekewül,/m/063yrf1,,Turkmenistan
Garabogaz,/m/03h2802,,Turkmenistan
Garachico,/m/079261,,Spain
Garango,/m/0b4df_,,Burkina Faso
Garanhuns,/m/08th9x,,Brazil
Garbahaareey,/m/08b56r,,Somalia
Garber,/m/0stb1,,United States
Garber,/m/0z5wc,,United States
Garbsen,/m/08yzr8,,Germany
Garching bei München,/m/02zth0,,Germany
Gardabani,/m/02rxpzq,,Georgia
Gardelegen,/m/0b6h5w,,Germany
Garden City,/m/0vrnt,,United States
Garden City,/m/0wtcj,,United States
Garden City,/m/0t6qk,,United States
Garden City,/m/0s0p8,,United States
Garden City,/m/0rttb,,United States
Garden Grove,/m/0r2fd,,United States
Garden Grove,/m/0sv03,,United States
Garden Plain,/m/0tbm3,,United States
Garden Ridge,/m/0__jh,,United States
Gardena,/m/0r0b2,,United States
Gardena,/m/0yn24,,United States
Gardendale,/m/0q813,,United States
Gardez,/m/01bkw4,,Afghanistan
Gardiner,/m/0tq76,,United States
Garding,/m/0cwdy3,,Germany
Gardner,/m/0v01x,,United States
Gardner,/m/0t7pf,,United States
Gardner,/m/0yngs,,United States
Garešnica,/m/026627n,,Croatia
Garfield,/m/010vxw,,United States
Garfield,/m/010cv9,,United States
Garfield,/m/0t9gr,,United States
Garfield,/m/0vzjw,,United States
Garfield Heights,/m/0yvg1,,United States
Gargara,/m/0c2l2v,,Turkey
Gargždai,/m/0b7gtw,,Lithuania
Garibaldi,/m/0zfs2,,United States
Garissa,/m/0c6xtw,,Kenya
Garita Kilómetro 26,/m/03c20zw,,Mexico
Garland,/m/0ykn9,,United States
Garland,/m/010d59,,United States
Garland,/m/013m43,,United States
Garliava,/m/0f_rgs,,Lithuania
Garnavillo,/m/0stbd,,United States
Garner,/m/0ylt4,,United States
Garner,/m/0s_0v,,United States
Garnett,/m/0t4_d,,United States
Garoua,/m/05bg29,,Cameroon
Garoua-Boulaï,/m/09k6gqm,,Cameroon
Garowe,/m/03yzbm,,Somalia
Garretson,/m/0_rnm,,United States
Garrett,/m/0sk_s,,United States
Garrison,/m/0106zw,,United States
Garrison,/m/0vyly,,United States
Garrison,/m/0srn8,,United States
Garrison,/m/0yps6,,United States
Garruchos,/m/02pq34c,,Brazil
Gartz (Oder),/m/03pvhb,,Germany
Garulia,/m/0f1hnx,,India
Garvin,/m/0w572,,United States
Garwin,/m/0t3jy,,United States
Garwolin,/m/02_mw6,,Poland
Gary,/m/03b12,,United States
Gary,/m/010xrg,,United States
Gary,/m/0w913,,United States
Gary,/m/0_q1t,,United States
Garysburg,/m/0yjc9,,United States
Garz,/m/0cbb3v,,Germany
Garðabær,/m/03f9rc,,Iceland
Gas,/m/0t4xn,,United States
Gas City,/m/0slpk,,United States
Gasconade,/m/0wvls,,United States
Gascoyne,/m/0yn61,,United States
Gassema,/m/043mvyh,,Togo
Gassville,/m/0qrhn,,United States
Gaston,/m/0zgf8,,United States
Gaston,/m/0yjcn,,United States
Gastonia,/m/0ygg9,,United States
Gatama,/m/03hkv3k,,Ethiopia
Gatchina,/m/03cvcp,,Russia
Gatehouse of Fleet,/m/06v091,,United Kingdom
Gates,/m/013kk3,,United States
Gatesville,/m/0ygkf,,United States
Gatesville,/m/0__n_,,United States
Gath-hepher,/m/0jt53q1,,Israel
Gatineau,/m/0pml7,,Canada
Gatlinburg,/m/0_wqr,,United States
Gatuna,/m/03cnqbj,,Rwanda
Gau-Algesheim,/m/0brps7,,Germany
Gaur,/m/02qj11t,,Nepal
Gauriphanta,/m/0hzmdms,,India
Gautier,/m/0wqgc,,United States
Gaya,/m/04r806,,India
Gaya,/m/09hm7r,,Niger
Gaylord,/m/0whtc,,United States
Gaylord,/m/0tbvv,,United States
Gaylord,/m/0xc5b,,United States
Gayéri,/m/0b4dgq,,Burkina Faso
Gaza City,/m/0fdkl,,Palestine
Gazakh,/m/04gg8t0,,Azerbaijan
Gaziantep,/m/02q_g0,,Turkey
Gazipur,/m/02p77qq,,Bangladesh
Gaziura,/m/03grt5f,,Turkey
Gbadolite,/m/0332q_,,Democratic Republic of the Congo
Gbiti,/m/010w8_vz,,Cameroon
Gbéléban,/m/05p11zt,,Ivory Coast
Gdańsk,/m/035m6,,Poland
Gdynia,/m/03b4d,,Poland
Gearhart,/m/0zc6t,,United States
Geary,/m/013k37,,United States
Geba,/m/02x02j,,
Gebesee,/m/0fcx_d,,Germany
Gebre Guracha,/m/03d0298,,Ethiopia
Geddes,/m/0_pjz,,United States
Gedera,/m/08qy95,,Israel
Gedera,/m/08qy95,,Mandatory Palestine
Gedera,/m/08qy95,,Mutasarrifate of Jerusalem
Gedern,/m/0fcy1j,,Germany
Geel,/m/014lmj,,Belgium
Geelong,/m/0g34_,,Australia
Geesthacht,/m/08v_lz,,Germany
Gefell,/m/0fcybv,,Germany
Gefrees,/m/0fcydy,,Germany
Gege,/m/0crfjdw,,Eswatini
Gehrden,/m/0cmgry,,Germany
Geilenkirchen,/m/091p6z,,Germany
Geisa,/m/0fcym7,,Germany
Geiselhöring,/m/0fcyq0,,Germany
Geisenheim,/m/0dwhdb,,Germany
Geising,/m/0fcys4,,Germany
Geisingen,/m/0fcyty,,Germany
Geislingen,/m/0fcywb,,Germany
Geislingen an der Steige,/m/08fvfm,,Germany
Geita,/m/07lf3z,,Tanzania
Geithain,/m/0fcyz3,,Germany
Gela,/m/0402mg,,Italy
Geldern,/m/08jg9k,,Germany
Geldrop,/m/02p5rrl,,Netherlands
Gelephu,/m/03mbpzy,,Bhutan
Gelgaudiškis,/m/0g48kr,,Lithuania
Gelnhausen,/m/033szn,,Germany
Gelonus,/m/031d60,,Ukraine
Gelsenkirchen,/m/018fc9,,Germany
Gem,/m/0tc3t,,United States
Gem Lake,/m/0wfjr,,United States
Gembloux,/m/017sjw,,Belgium
Gemena,/m/0bfr40,,Democratic Republic of the Congo
Gemlik,/m/05_nbg,,Turkey
Gemünden,/m/0fcz0x,,Germany
Gemünden am Main,/m/0dxtpr,,Germany
Genappe,/m/017qn9,,Belgium
Gendebelo,/m/076wm2j,,Ethiopia
General Alvear,/m/0dpkkd,,Argentina
"General Arenales, Buenos Aires",/m/03m4r1c,,Argentina
General Güemes,/m/026bnjv,,Argentina
General José de San Martín,/m/07jd2n,,Argentina
General Líber Seregni,/m/0gvrpqc,,Uruguay
General Madariaga,/m/03m4t4z,,Argentina
General Pacheco,/m/02vplbh,,Argentina
General Pico,/m/08h21d,,Argentina
General Roca,/m/0cpmxc,,Argentina
General Rodríguez,/m/03m4tmr,,Argentina
General San Martín,/m/03c_642,,Argentina
General Santos,/m/01stll,,Philippines
General Trias,/m/06f98d,,Philippines
General Villamil,/m/060pwn,,Ecuador
General Villegas,/m/0dqm58,,Argentina
Genesee,/m/0s25k,,United States
Geneseo,/m/0tb37,,United States
Geneseo,/m/0s84q,,United States
Geneva,/m/01hh53,,United States
Geneva,/m/0ysp1,,United States
Geneva,/m/03902,,Switzerland
Geneva,/m/027t9nn,,United States
Geneva,/m/0q7dv,,United States
Geneva,/m/0szjm,,United States
Geneva,/m/0v_mc,,United States
Geneva,/m/0x6hl,,United States
Gengenbach,/m/06cr7q,,Germany
Genoa,/m/0s61_,,United States
Genoa,/m/0x898,,United States
Genoa,/m/0hknf,,Italy
Genola,/m/0xf1y,,United States
Genthin,/m/0cyj_c,,Germany
Gentry,/m/0qrny,,United States
Geoagiu,/m/04khss,,Romania
Geoje,/m/03v9wj,,South Korea
Geok Tepe,/m/0p8cp,,Turkmenistan
George,/m/0t0zx,,United States
George,/m/010qlc,,United States
George,/m/072c29,,South Africa
George Town,/m/02h775,,Cayman Islands
George Town,/m/015806,,Malaysia
George West,/m/0105vb,,United States
Georgetown,/m/0fnm3,,Guyana
Georgetown,/m/011m6r,,United States
Georgetown,/m/0shl8,,United States
Georgetown,/m/010c2g,,United States
Georgetown,/m/0thz0,,United States
Georgetown,/m/0vxj5,,United States
Georgetown,/m/0s0vg,,United States
Georgsmarienhütte,/m/0c8t9_,,Germany
Gera,/m/01kflr,,Germany
Geraardsbergen,/m/014859,,Belgium
Gerabronn,/m/038321,,Germany
Gerald,/m/0wvgz,,United States
Geraldton,/m/025bwr,,Australia
Gerar,/m/03nmxb,,Israel
Gerbstedt,/m/0by0qb,,Germany
Gereneia,/m/0q58sm8,,Greece
Geretsried,/m/054jr_,,Germany
Gering,/m/0x9kb,,United States
Geringswalde,/m/0fd0cc,,Germany
Gerlingen,/m/0dmkyb,,Germany
Germa,/m/02z5df4,,Turkey
Germa,/m/010pfmzb,,Turkey
Germanicopolis,/m/03ns5b_,,Byzantine Empire
Germantown,/m/0_wt4,,United States
Germantown,/m/0y__0,,United States
Germantown,/m/013d0j,,United States
Germering,/m/0dh00h,,Germany
Germersheim,/m/05zhzr,,Germany
Germiston,/m/04_jp6,,South Africa
Gernrode,/m/04080k,,Germany
Gernsbach,/m/0dpfqb,,Germany
Gernsheim,/m/0fd0fh,,Germany
Gerolstein,/m/0b72j6,,Germany
Gerolzhofen,/m/05hy83,,Germany
Gerrha,/m/0ljjs,,Saudi Arabia
Gersfeld,/m/0fd0hl,,Germany
Gersthofen,/m/0dkzv3,,Germany
Gertus,/m/045pzr,,Greece
Gervais,/m/0zf8y,,United States
Gescher,/m/0bfj16,,Germany
Geseke,/m/0blyk3,,Germany
Gettysburg,/m/0_ryl,,United States
Geuda Springs,/m/013cvn,,United States
Geumgwan Gaya,/m/02d1t5,,
Gevelsberg,/m/044937,,Germany
Gevgelija,/m/07lt2r,,North Macedonia
Geyer,/m/0fd0m1,,Germany
Ghadames,/m/0726_p,,Libya
Ghafsai,/m/0h52sqn,,Morocco
Ghanzi,/m/08f36m,,Botswana
Ghardaia,/m/0b95m1,,Algeria
Gharrous,/m/0bwk_gw,,Algeria
Gharyan,/m/05_5s7s,,Libya
Ghat,/m/053j4t,,Libya
Ghaziabad,/m/06dlm1,,India
Ghazipur,/m/05fv6s,,India
Ghazni,/m/020ctb,,Afghanistan
Ghent,/m/037n3,,Belgium
Ghent,/m/0td8y,,United States
Ghent,/m/0w57f,,United States
Gheorgheni,/m/04q3l8,,Romania
Ghezala,/m/02q01kt,,Tunisia
Ghimbav,/m/0b1lc0,,Romania
Ghinda,/m/06j0l9,,Eritrea
Ghindești,/m/06w6c43,,Moldova
Gholson,/m/010691,,United States
Ghorahi,/m/02r4pvc,,Nepal
Ghoriwala,/m/047nm6g,,Pakistan
Ghotki,/m/06ynj8,,Pakistan
Ghulam Khan,/m/0dfzn9,,Pakistan
Ghulam Khan,/m/0dfzn9,,Afghanistan
Ghyvelde,/m/092m24,,France
Giannitsa,/m/0cyd0x,,Greece
Gibara,/m/0bfgsq,,Cuba
Gibbon,/m/0x4nm,,United States
Gibbon,/m/01_yj9f,,United States
Gibeon,/m/02x00s,,Israel
Gibraltar,/m/035hm,,United Kingdom
Gibraltar,/m/0vrp4,,United States
Gibson,/m/0yksv,,United States
Gibson,/m/0t07s,,United States
Gibson,/m/0rwpj,,United States
Gibson City,/m/0s6xp,,United States
Gibsonville,/m/013hpk,,United States
Giddings,/m/0105jn,,United States
Gideon,/m/0wy74,,United States
Giengen an der Brenz,/m/07p829,,Germany
Giessen,/m/022xzn,,Germany
Gifhorn,/m/027mqz,,Germany
Gifu,/m/0gp5ks,,Japan
Gig Harbor,/m/010szm,,United States
Gijduvan,/m/02qvqvq,,Uzbekistan
Gikongoro,/m/07mnb4,,Rwanda
Gilbert,/m/0wjgh,,United States
Gilbert,/m/0t3cs,,United States
Gilbertville,/m/0srt2,,United States
Gilby,/m/0yp1q,,United States
Gilgit,/m/02m_j2,,Pakistan
Gillespie,/m/0sc04,,United States
Gillett,/m/01mm6c,,United States
Gillett,/m/0qrb1,,United States
Gillett Grove,/m/0st5y,,United States
Gillette,/m/011f5f,,United States
Gilliam,/m/0wzv9,,United States
Gillsville,/m/0rt0d,,United States
Gilman,/m/0s89j,,United States
Gilman,/m/0t1b7,,United States
Gilman,/m/0vty3,,United States
Gilman City,/m/013g_9,,United States
Gilmer,/m/010b47,,United States
Gilmore,/m/0qsr7,,United States
Gilmore City,/m/013ck5,,United States
Gilroy,/m/0r68h,,United States
Gilt Edge,/m/0_x1r,,United States
Gimbi,/m/03d1fs4,,Ethiopia
Gimcheon,/m/03v95q,,South Korea
Gimhae,/m/03v9wx,,South Korea
Gimje,/m/0231qx,,South Korea
Gimnasio Multidisciplinario Nuevo Laredo,/m/04gntx_,,Mexico
Gimpo,/m/01tvf4,,South Korea
Gingoog,/m/01zc3l,,Philippines
Ginir,/m/03czrs8,,Ethiopia
Ginowan,/m/01wrc3,,Japan
Ginsheim-Gustavsburg,/m/0dp4c5,,Germany
Gioia Tauro,/m/06xfkh,,Italy
Girard,/m/0sc0h,,United States
Girard,/m/0t663,,United States
Girard,/m/0z29w,,United States
Giresun,/m/062_dk,,Turkey
Girga,/m/0b6k55,,Egypt
Giridava,/m/0gfg4ws,,Bulgaria
Girsu,/m/026nmc4,,Iraq
Girvan,/m/023r3r,,United Kingdom
Girón,/m/09gf500,,Ecuador
Gisborne,/m/01gbt2,,New Zealand
Gisenyi,/m/0620wg,,Rwanda
Gitanae,/m/0bxqg3,,Greece
Gitega,/m/039rb_,,Burundi
Giudicato of Cagliari,/m/02826ps,,Italy
Giudicato of Gallura,/m/02845r4,,Italy
Giudicato of Logudoro,/m/0gm9qw,,
Giugliano in Campania,/m/0drrnr,,Italy
Giurgiu,/m/024vqy,,Romania
Givatayim,/m/01tdny,,Israel
Givrag,/m/04jl6ls,,Azerbaijan
Giza,/m/012b0q,,Egypt
Giżycko,/m/022bc0,,Poland
Gjakova,/m/01ps77,,Kosovo
Gjilan,/m/01ps7m,,Kosovo
Gjirokastër,/m/01qv6v,,Albania
Gladbeck,/m/027wkg,,Germany
Gladbrook,/m/0t3k8,,United States
Glade,/m/0t9j5,,United States
Gladenbach,/m/0cxwhw,,Germany
Gladewater,/m/013mt6,,United States
Gladstone,/m/02l38j,,Australia
Gladstone,/m/0jc1p,,United States
Gladstone,/m/0v4vz,,United States
Gladstone,/m/0yrj4,,United States
Gladstone,/m/0wtsl,,United States
Gladwin,/m/0v60f,,United States
Gland,/m/02r3kp,,Switzerland
Glanum,/m/02xcfs,,France
Glarus,/m/023yp_,,Switzerland
Glarus Nord,/m/0g57ngs,,Switzerland
Glasco,/m/0t5z5,,United States
Glasgow,/m/0hyxv,,United Kingdom
Glasgow,/m/0x41z,,United States
Glasgow,/m/013gvn,,United States
Glasgow,/m/0tcmq,,United States
Glashütte,/m/02xm1d,,Germany
Glauberg,/m/0b3m5m,,Germany
Glauchau,/m/0b72mc,,Germany
Glen Alpine,/m/0ydv9,,United States
Glen Cove,/m/0y2dl,,United States
Glen Dale,/m/010xmb,,United States
Glen Elder,/m/0t8r_,,United States
Glen Rose,/m/0108ym,,United States
Glen Ullin,/m/0ypzd,,United States
Glenaire,/m/0wtsy,,United States
Glenarden,/m/0twp8,,United States
Glenburn,/m/0yqfw,,United States
Glencoe,/m/0q4b0,,United States
Glencoe,/m/0w6n3,,United States
Glencoe,/m/0tdnr,,United States
Glendale,/m/01168r,,United States
Glendale,/m/0k_q_,,United States
Glendale,/m/0zcl_,,United States
Glendale,/m/0qplq,,United States
Glendale,/m/0w_v8,,United States
Glendale,/m/0r8tx,,United States
Glendive,/m/0x1qp,,United States
Glendora,/m/0r0bg,,United States
Glenfield,/m/0yn_9,,United States
Glengarriff,/m/020p5p,,Ireland
Glenn Heights,/m/013mbm,,United States
Glenns Ferry,/m/0s1m9,,United States
Glennville,/m/0rz74,,United States
Gleno,/m/0bs60p,,Timor-Leste
Glenpool,/m/020qdgp,,United States
Glens Falls,/m/0ybkj,,United States
Glenview,/m/0tfkr,,United States
Glenview Hills,/m/0tfl2,,United States
Glenview Manor,/m/0tflf,,United States
Glenville,/m/0v_n2,,United States
Glenwood,/m/0qwbv,,United States
Glenwood,/m/0t1g4,,United States
Glenwood,/m/0wf8p,,United States
Glenwood,/m/0rz_r,,United States
Glenwood City,/m/011bb6,,United States
Glenwood Springs,/m/0rb3p,,United States
"Glew, Buenos Aires",/m/04gs9nj,,Argentina
Glidden,/m/0ssk5,,United States
Glina,/m/0ddbs8,,Croatia
Glinde,/m/07s9cz,,Germany
Glinojeck,/m/0284bl9,,Poland
Gliwice,/m/0jx1h,,Poland
Globe,/m/0qp47,,United States
Glodeni,/m/05mq9x,,Moldova
Glodeni,/m/05mq9x,,Soviet Union
Glodeni,/m/05mq9x,,Russian Empire
Glodeni,/m/05mq9x,,Kingdom of Romania
Glodeni,/m/05mq9x,,Moldavian Democratic Republic
Glodeni,/m/05mq9x,,Principality of Moldavia
Gloucester,/m/0hc8h,,United Kingdom
Gloucester,/m/0tz01,,United States
Gloucester City,/m/0xlrk,,United States
Gloversville,/m/0y00d,,United States
Gluckstadt,/m/04b3hq6,,United States
Glyfada,/m/02q868,,Greece
Glyndon,/m/0vxjw,,United States
Glücksburg,/m/01h9xj,,Germany
Glückstadt,/m/02h0q0,,Germany
Gmina Bolimów,/m/03h23kd,,Poland
Gmina Chorzele,/m/03h4dbn,,Poland
Gmina Człopa,/m/03hjlzh,,Poland
Gmina Dobrzyń nad Wisłą,/m/03h1ky3,,Poland
Gmina Dąbie,/m/03hhymr,,Poland
Gmina Dąbrowice,/m/03h2133,,Poland
Gmina Grabów,/m/03h21gt,,Poland
Gmina Grabów nad Prosną,/m/03hh_sg,,Poland
Gmina Góra Kalwaria,/m/03h4c6l,,Poland
Gmina Gąbin,/m/03h4ck8,,Poland
Gmina Inowłódz,/m/03h23sp,,Poland
Gmina Janowo,/m/03hhvfk,,Poland
Gmina Przewóz,/m/03h20r_,,Poland
Gmina Wierzchlas,/m/03h245k,,Poland
Gmünd,/m/02853g8,,Austria
Gnatia,/m/08z074,,Italy
Gniew,/m/0c4t4k,,Poland
Gniew,/m/0c4t4k,,Kingdom of Poland
Gniewkowo,/m/027z04c,,Poland
Gniezno,/m/0ggk5,,Poland
Gnoien,/m/0fd0ql,,Germany
Goba,/m/05rvts,,Ethiopia
Gobabis,/m/03sns_,,Namibia
Gobannium,/m/04n09gh,,United Kingdom
Gobeessa,/m/03m4w8q,,Ethiopia
Gobernador Virasoro,/m/08f81n,,Argentina
Gobir,/m/083vwc,,
Gobles,/m/0vr57,,United States
Gobustan,/m/04gmvpv,,Azerbaijan
