city,freebase_id,iata_code,country
Korschenbroich,/m/0bkqrj,,Germany
Korsun-Shevchenkivskyi,/m/05shqq,,Ukraine
Korsze,/m/02plxk6,,Poland
Korsør,/m/03f3jt,,Denmark
Kortrijk,/m/01pbf3,,Belgium
Korydallos,/m/02fykb,,Greece
Korçë,/m/014jx9,,Albania
Korčula,/m/03c2s1d,,Croatia
Kosciusko,/m/0xgb1,,United States
Koshigaya,/m/01whkx,,Japan
Koshkonong,/m/0wyq3,,United States
Kosiv,/m/02z36h,,Ukraine
Kosonsoy,/m/03c0k6_,,Uzbekistan
Kosonsoy,/m/03c0k6_,,Soviet Union
Kosovo Polje,/m/01psbk,,Serbia
Kosovo Polje,/m/01psbk,,Kosovo
Kostajnica,/m/0d4_11,,Bosnia and Herzegovina
Kostanay,/m/0131z_j8,,Kazakhstan
Kostanay,/m/06_5gq,,Kazakhstan
Kostanjevica na Krki,/m/0g1zsp,,Slovenia
Kostelec nad Orlicí,/m/07zvnr,,Czech Republic
Kosti,/m/0ggtb8,,Sudan
Kostiantynivka,/m/088pdz,,Ukraine
Kostolac,/m/077hpj,,Serbia
Kostopil,/m/0gt2fc,,Ukraine
Kostrzyn,/m/0b2zl_,,Poland
Kostrzyn nad Odrą,/m/0b2zw0,,Poland
Koszalin,/m/0jx6c,,Poland
Koszyce,/m/04jk0y7,,Poland
Kosów Lacki,/m/02plx2s,,Poland
Kot Addu,/m/0b5s79,,Pakistan
Kot Momin,/m/03qdmc3,,Pakistan
Kot Radha Kishan,/m/047bb1d,,Pakistan
Kota,/m/04sw8z,,India
Kota Bharu,/m/028zq1,,Malaysia
Kota Kinabalu,/m/01_g7f,,Malaysia
Kota Masohi,/m/0hgn1gx,,Indonesia
Kota Tambolaka,/m/0n45tqp,,Indonesia
Kota Waikabubak,/m/02z0xst,,Indonesia
Kota Waingapu,/m/07g2lj,,Indonesia
Kotamobagu,/m/0hnbxzx,,Indonesia
Kotapinang,/m/051_6b2,,Indonesia
Kotdwar,/m/0f59h_,,India
Kotka,/m/021l12,,Finland
Kotlik,/m/0qhsm,,United States
Kotor,/m/01pjn0,,Montenegro
Kotri,/m/04fdzr,,Pakistan
Kottakuppam,/m/0f59w1,,India
Kottayam,/m/0b5668,,India
Kotzebue,/m/01z1zhv,,United States
Kouango,/m/09vc05,,Central African Republic
Koudougou,/m/04fyck,,Burkina Faso
Kouhu Township,/m/07kgkyr,,Taiwan
Koulamoutou,/m/05xn7l,,Gabon
Koumpentoum,/m/05p2hgm,,Senegal
Koumra,/m/07z6dk,,Chad
Kounahiri,/m/05n_vs3,,Ivory Coast
Koungheul,/m/04mx_g1,,Senegal
Kountze,/m/0102cp,,United States
Koupéla,/m/04p4fl,,Burkina Faso
Kourion,/m/098qt9,,Cyprus
Kousséri,/m/06ycdr,,Cameroon
Kovel,/m/02k6vh,,Ukraine
Kowal,/m/03bm7y,,Poland
Kowalewo Pomorskie,/m/027sw8d,,Poland
Kowary,/m/02pjbyc,,Poland
Koyuk,/m/0qggc,,United States
Koyukuk,/m/0qj5x,,United States
Kozan,/m/012wz4,,Turkey
Kozani,/m/01s2jm,,Greece
Kozarska Dubica,/m/09dty0,,Bosnia and Herzegovina
Kozhikode,/m/0fkbh,,India
Koziatyn,/m/09mc35,,Ukraine
Koziegłowy,/m/028brbl,,Poland
Kozienice,/m/0228s3,,Poland
Kozármisleny,/m/03h0pln,,Hungary
Kočani,/m/03hjnm,,North Macedonia
Kołaczyce,/m/02vx3pf,,Poland
Kołbaskowo,/m/0f6d91,,Poland
Koło,/m/022mjz,,Poland
Kołobrzeg,/m/04fmx,,Poland
Końskie,/m/022mh3,,Poland
Kościan,/m/022mzb,,Poland
Kościerzyna,/m/013_xy,,Poland
Kościerzyna,/m/013_xy,,Kingdom of Poland
Košice,/m/01t4hj,,Slovakia
Koźle,/m/0b6ctk,,Poland
Koźmin Wielkopolski,/m/0288b__,,Poland
Kożuchów,/m/027nzsy,,Poland
Kpalimé,/m/052qww,,Togo
Kragujevac,/m/012sys,,Serbia
Kraichtal,/m/0b3rfs,,Germany
Krajenka,/m/02bq7h,,Poland
Krajnik Dolny,/m/05pcrr4,,Poland
Krakow am See,/m/0ff6xq,,Germany
Kraków,/m/0491y,,Poland
Kraljevica,/m/07bsmd,,Croatia
Kraljevo,/m/01pscb,,Serbia
Kralovice,/m/0gvj7q,,Czech Republic
Kralupy nad Vltavou,/m/07zsqb,,Czech Republic
Kramatorsk,/m/087prg,,Ukraine
Kramer,/m/0yn2h,,United States
Kranichfeld,/m/0ff70j,,Germany
Kranioi,/m/080pnlw,,Greece
Kranj,/m/02ss9j,,Slovenia
Kranjska Gora,/m/0q9_l,,Slovenia
Krannonas,/m/0fy2_p,,Greece
Krapina,/m/03q7s3,,Croatia
Krapkowice,/m/0229cj,,Poland
Kraslice,/m/07j5z7,,Czech Republic
Krasna Talivka,/m/011q0683,,Ukraine
Krasnobród,/m/0cl5w1,,Poland
Krasnodar,/m/02dw2t,,Russia
Krasnodon,/m/07tggm,,Ukraine
Krasnohorivka,/m/0gtqc8,,Ukraine
Krasnohorivka,/m/0gtqc8,,Soviet Union
Krasnoyarsk,/m/0jhb4,,Russia
Krasnystaw,/m/022m3l,,Poland
Krasyliv,/m/0g46x_,,Ukraine
Kratié,/m/0ggdqx,,Cambodia
Krautheim,/m/0ff728,,Germany
Kravaře,/m/07n54r,,Czech Republic
Kraśnik,/m/0229pf,,Poland
Krebs,/m/0z9cm,,United States
Krefeld,/m/018hqt,,Germany
Kremenchuk,/m/04472h,,Ukraine
Kremenets,/m/06_pnz,,Ukraine
Kreminna,/m/0gt46s,,Ukraine
Kremmen,/m/0ff74c,,Germany
Krempe,/m/0cwdz5,,Germany
Krems,/m/02hk7f,,Austria
Krenides,/m/07s610t,,Greece
Kress,/m/01096y,,United States
Kressa,/m/07s6fdm,,Turkey
Kretinga,/m/067znx,,Lithuania
Kreuzlingen,/m/03zqb7,,Switzerland
Kreuztal,/m/0bly3q,,Germany
Kribi,/m/05r_h0,,Cameroon
Kriens,/m/0dx638,,Switzerland
Krimisa,/m/05p557m,,Italy
Krishnanagar,/m/04f2y2j,,Nepal
Krishnanagar,/m/09xm8d,,India
Kristianstad,/m/03zstb,,Sweden
Krithotai,/m/07s6m5m,,Turkey
Kriva Palanka,/m/07rzpg,,North Macedonia
Križevci,/m/03bbjp,,Croatia
Krk,/m/03c5p59,,Croatia
Krnov,/m/049yd6,,Czech Republic
Krobia,/m/08qkh1,,Poland
Kroh,/m/0hnbgwx,,Malaysia
Krolevets,/m/0gt2b7,,Ukraine
Kroměříž,/m/05v7w3,,Czech Republic
Kronach,/m/04t85t,,Germany
Kronberg im Taunus,/m/04jw7t,,Germany
Krong Kep,/m/05p2f73,,Cambodia
Kroppenstedt,/m/0cxsdh,,Germany
Kropyvnytskyi,/m/046bpr,,Ukraine
Krosno,/m/022mv1,,Poland
Krosno,/m/022mv1,,Austria–Hungary
Krosno,/m/022mv1,,Austrian Empire
Krosno,/m/022mv1,,General Government
Krosno,/m/022mv1,,Second Polish Republic
Krosno,/m/022mv1,,Polish People's Republic
Krosno Odrzańskie,/m/035d04,,Poland
Krotoszyn,/m/022mfz,,Poland
Krośniewice,/m/0b8wd6,,Poland
Krugerville,/m/01003n,,United States
Krujë,/m/043_hv,,Albania
Krum,/m/01003_,,United States
Krumbach,/m/0dsrnx,,Germany
Krumë,/m/05jlp8,,Albania
Kruszwica,/m/02xwq_,,Poland
Kruševac,/m/01psd2,,Serbia
Krvavi Potok,/m/05b0_zw,,Slovenia
Krymsk,/m/0fprw8,,Russia
Krynica Morska,/m/07n8ng,,Poland
Krynica-Zdrój,/m/05g3hj,,Poland
Krynki,/m/0dxjgs,,Poland
Krystallopigi,/m/0gppd3,,Greece
Kryvyi Rih,/m/02xz4r,,Ukraine
Krzanowice,/m/028bsx4,,Poland
Krzepice,/m/02887xm,,Poland
Krzeszowice,/m/022mn4,,Poland
Krzywiń,/m/062l97,,Poland
Krzyż Wielkopolski,/m/0284g9z,,Poland
Královo Pole,/m/0ztk5sd,,Czech Republic
Králíky,/m/0df53y,,Czech Republic
Kröpelin,/m/0ff77z,,Germany
Krāslava,/m/0gvkxx,,Latvia
Ksar Adjahil,/m/0vptxm3,,Algeria
Ksar Azelouaz,/m/0vpmdmk,,Algeria
Ksar Ouled Soltane,/m/0brz71,,Tunisia
Ksar el-Kebir,/m/02_14k,,Morocco
Ksar es-Seghir,/m/0g9ylhc,,Morocco
Książ Wielkopolski,/m/0284bzp,,Poland
Kuah,/m/0fnggf,,Malaysia
Kuajok,/m/0cnyhxw,,South Sudan
Kuala Kangsar,/m/02x2bh,,Malaysia
Kuala Lumpur,/m/049d1,,Malaysia
Kuala Terengganu,/m/02vl0m,,Malaysia
Kuantan,/m/03721b,,Malaysia
Kubang Kerian,/m/02vp5_s,,Malaysia
Kuching,/m/013_9z,,Malaysia
Kudanthaiyan,/m/0jlfs,,India
Kudirkos Naumiestis,/m/0g9cdb,,Lithuania
Kudowa-Zdrój,/m/085bz3,,Poland
Kufa,/m/02d4g9,,Iraq
Kufstein,/m/025xr4,,Austria
Kuki,/m/01whpr,,Japan
Kukuryki,/m/04f4j19,,Poland
Kukës,/m/01j_k7,,Albania
Kula,/m/03m4wct,,Ethiopia
Kulachi,/m/0bp8d_,,Pakistan
Kulata,/m/02qtyvc,,Bulgaria
Kuldīga,/m/02hlc3,,Latvia
Kulim,/m/0fnbbq,,Malaysia
Kulm,/m/0ypct,,United States
Kulmbach,/m/04_qwb,,Germany
Kulob,/m/028qlx,,Tajikistan
Kulpahar,/m/0b54lc,,India
Kumagaya,/m/0gp60b,,Japan
Kumamoto,/m/0gp6_0,,Japan
Kumasi,/m/025y67,,Ghana
Kumba,/m/05kjqq,,Cameroon
Kumbo,/m/05r_mc,,Cameroon
Kuna,/m/0s0pm,,United States
Kunauli,/m/0ch2kjr,,India
Kunda,/m/095qlm,,Estonia
Kunduz,/m/01g8_p,,Afghanistan
Kungsbacka,/m/03ztvw,,Sweden
Kunhegyes,/m/0b80yx,,Hungary
Kuni-kyō,/m/02q04s7,,Q132869361
Kuningan,/m/07z_qs,,Indonesia
Kunitachi,/m/01wrnl,,Japan
Kunming,/m/01c06d,,People's Republic of China
Kunowice,/m/06v639,,Poland
Kunszentmiklós,/m/0c_fwb,,Hungary
Kunszentmárton,/m/026j6nn,,Hungary
Kuntsevo Dacha,/m/0c02cb2,,Russia
Kunów,/m/0288mms,,Poland
Kuopio,/m/01shkv,,Finland
Kupang,/m/04xx5d,,Indonesia
Kupferberg,/m/0ff7q4,,Germany
Kupiansk,/m/0d5d7l,,Ukraine
Kupiškis,/m/0fvj4t,,Lithuania
Kuppenheim,/m/0ff7w3,,Germany
Kupreanof,/m/0qhxw,,United States
Kurakhove,/m/0gtpfw,,Ukraine
Kurakhove,/m/0gtpfw,,Soviet Union
Kurashiki,/m/0gp6hp,,Japan
Kurbnesh,/m/0n_bgxg,,Albania
Kurdamir,/m/04gg8vx,,Azerbaijan
Kure,/m/01wp3f,,Japan
Kure Beach,/m/0yj6r,,United States
Kuressaare,/m/021ctc,,Estonia
Kurgan,/m/03w7fw,,Russia
Kurichi,/m/0f5cbh,,India
Kurmuk,/m/0fj4fs,,Sudan
Kurmuk,/m/0dzbvy,,Ethiopia
Kurnool,/m/040n04,,India
Kursk,/m/03jmb8,,Russia
Kurukshetra,/m/06_5wd,,India
Kurumbakkavu Bhagavathy Temple Edathala,/m/03wgd9d,,India
Kurume,/m/0gp6x9,,Japan
Kurunegala,/m/07l3t5,,Sri Lanka
Kuršėnai,/m/09mn7x,,Lithuania
Kusado Sengen,/m/0c3mnq,,Japan
Kusatsu,/m/01wmd1,,Japan
Kusel,/m/04rf9k,,Germany
Kushiro,/m/01wfgy,,Japan
Kusong,/m/026qt08,,North Korea
Kussara,/m/0bqys7,,Turkey
Kut,/m/01ctb5,,Iraq
Kutaisi,/m/0276zg,,Georgia
Kutha,/m/077wx6,,Iraq
Kutha,/m/077wx6,,Babylonia
Kutina,/m/07cpyz,,Croatia
Kutjevo,/m/0c8g1z,,Croatia
Kutno,/m/022945,,Poland
Kutná Hora,/m/01khzb,,Czech Republic
Kuttainen,/m/03wgnkg,,Sweden
Kuttawa,/m/0tgxz,,United States
Kuwait City,/m/0fq5j,,Kuwait
Kuwana,/m/01wm5k,,Japan
Kuçovë,/m/07h213,,Albania
Kuřim,/m/03d3j2x,,Czech Republic
Kuşadası,/m/04ygm3,,Turkey
Kuşaklı,/m/0dp96p,,Turkey
Kuźnia Raciborska,/m/02pjzpb,,Poland
Kuźnica,/m/04glkh9,,Poland
Kvareli,/m/0b6mk7,,Georgia
Kwekwe,/m/08vljz,,Zimbabwe
Kwethluk,/m/0qd04,,United States
Kwidzyn,/m/013_wr,,Poland
Kyaukpyu,/m/08fmmx,,Myanmar
Kybartai,/m/0g36n5,,Lithuania
Kydonia,/m/0chk_1,,Greece
Kyiv,/m/02sn34,,Ukraine
Kyiv City State Administration,/m/0wxsyz6,,Ukraine
Kyjov,/m/0gbd62,,Czech Republic
Kyle,/m/0102zg,,United States
Kyllburg,/m/0bqnd7,,Germany
Kyoto,/m/09d4_,,Japan
Kyparissia,/m/02n046,,Greece
Kypuche,/m/0gjd5b,,Ukraine
Kyrenia,/m/013rkq,,Cyprus
Kyrenia,/m/013rkq,,Northern Cyprus
Kyritz,/m/0ff7_c,,Germany
Kythnos,/m/09q312,,Greece
Kyzyl-Kiya,/m/09nw4x,,Kyrgyzstan
Kyzylorda,/m/09r88m,,Kazakhstan
Kâhta,/m/0bj993,,Turkey
Kärdla,/m/07bsst,,Estonia
Kédougou,/m/05g430,,Senegal
Kélo,/m/08bww9,,Chad
Kópavogsbær,/m/02lvqf,,Iceland
Kórnik,/m/0gmth4,,Poland
Kölleda,/m/0ff57f,,Germany
Königs Wusterhausen,/m/0cbs9f,,Germany
Königsberg in Bayern,/m/0ff69k,,Germany
Königsbrunn,/m/0dkd86,,Germany
Königsbrück,/m/0ff6d2,,Germany
Königsee,/m/0ff6gy,,Germany
Königsee,/m/0rfcx3c,,Germany
Königslutter am Elm,/m/01tgw1,,Germany
Königstein,/m/08fpql,,Germany
Königstein im Taunus,/m/08fnz3,,Germany
Königswinter,/m/06tks_,,Germany
Köniz,/m/0d31r1,,Switzerland
Könnern,/m/0cwxxx,,Germany
Köping,/m/02p3hdl,,Sweden
Körfez,/m/0bjbkt,,Turkey
Körmend,/m/0b7rv_,,Hungary
Körösladány,/m/026m9ck,,Hungary
Köthen,/m/01scv0,,Germany
Kötschach-Mauthen,/m/02qq92t,,Austria
Køge,/m/05253ph,,Denmark
Kúty,/m/026k0fn,,Slovakia
Kühlungsborn,/m/0ff7bf,,Germany
Külsheim,/m/0ff7gq,,Germany
Künzelsau,/m/0dmw7t,,Germany
Küsnacht,/m/01x2fj,,Switzerland
Küstrin-Kietz,/m/0f6bxz,,Germany
Kütahya,/m/088yf1,,Turkey
Kārsava,/m/03c3fn_,,Latvia
Kąty Wrocławskie,/m/027vd8m,,Poland
Kėdainiai,/m/03gmj4,,Lithuania
Kędzierzyn-Koźle,/m/02298t,,Poland
Kępice,/m/0crk9f,,Poland
Kępno,/m/03fgry,,Poland
Kętrzyn,/m/0229ff,,Poland
Kęty,/m/022m51,,Poland
Kęty,/m/022m51,,Austrian Empire
Kęty,/m/022m51,,Cisleithania
Kınık,/m/0bjb2w,,Turkey
Kırklareli,/m/07jb_s,,Turkey
Kırıkkale,/m/08njhn,,Turkey
Kırşehir,/m/058qgn,,Turkey
Kızıltepe,/m/0bjb3x,,Turkey
Kłecko,/m/0288kb4,,Poland
Kłobuck,/m/0681bn,,Poland
Kłodawa,/m/0kw6kr,,Poland
Kłodzko,/m/0229_m,,Poland
Kōnosu-shi,/m/01whj5,,Japan
Kōriyama,/m/0gp5vg,,Japan
Kőszeg,/m/0b7_f_,,Hungary
L'Aquila,/m/02jjy1,,Italy
L'Hospitalet de Llobregat,/m/0jx78,,Spain
L'Hospitalet-près-l'Andorre,/m/02w94h3,,France
La Asunción,/m/073kd7,,Venezuela
"La Banda, Santiago del Estero",/m/0f7ymx,,Argentina
La Belle,/m/0wx7v,,United States
La Brigue,/m/03m4yph,,France
La Bélgica,/m/0b6j0gl,,Bolivia
La Calera,/m/02qnnmq,,Chile
La Carlota,/m/06hnz5,,Philippines
La Cañada Flintridge,/m/0r0g1,,United States
La Ceiba,/m/03sh8n,,Honduras
La Center,/m/010q25,,United States
La Center,/m/0tclp,,United States
La Chapelle,/m/03m8cw_,,France
La Chaux-de-Fonds,/m/05kcz0,,Switzerland
La Chinesca,/m/0gjc_wz,,Mexico
La Chorrera,/m/0287ktl,,Panama
La Ciotat,/m/05psks,,France
La Colle,/m/0dpfbj,,Monaco
La Coste,/m/0106g_,,United States
La Crescent,/m/013fr5,,United States
La Crosse,/m/0114m0,,United States
La Crosse,/m/0tb94,,United States
La Cruz,/m/0cnx14t,,Chile
La Cure,/m/0_l9pz6,,Switzerland
La Cure,/m/0_l9pz6,,France
La Cygne,/m/0t850,,United States
La Défense,/m/0k689,,France
La Esperanza,/m/06xgk3,,Honduras
La Falda,/m/08kdn8,,Argentina
La Feria,/m/0214k_v,,United States
La Flamengrie,/m/03qgb7q,,France
La Fonteta Ancient Phoenician Port City,/m/0_1m8sm,,Spain
La Goulette,/m/0bpryk,,Tunisia
La Grande,/m/0zg3l,,United States
La Grange,/m/0yhkh,,United States
La Grange,/m/0wx85,,United States
La Grange,/m/010146,,United States
La Grange,/m/0thlp,,United States
La Grita,/m/0479fzv,,Venezuela
La Grulla,/m/01090q,,United States
La Guaira,/m/07nrzl,,Venezuela
La Habra,/m/0r2fs,,United States
La Habra Heights,/m/0r0gg,,United States
La Harpe,/m/0s7wc,,United States
La Harpe,/m/0t4yp,,United States
La Higuera,/m/02rr4k,,Bolivia
La Imperial,/m/047t80t,,Chile
La Joya,/m/0103fm,,United States
La Junta,/m/0rc7f,,United States
La Libertad,/m/060ptl,,Ecuador
La Ligua,/m/03c5cmp,,Chile
La Longueville,/m/03qfk4k,,France
La Louvière,/m/017q5h,,Belgium
La Maná,/m/03qp1ww,,Ecuador
La Marque,/m/0214lr4,,United States
La Merced,/m/07x0lh,,Peru
La Mesa,/m/0r51t,,United States
La Mesilla,/m/09rx1_l,,Guatemala
La Milpa,/m/0hn8pp1,,Belize
La Mirada,/m/0r0gv,,United States
La Monte,/m/0wz1h,,United States
La Motte,/m/0s_qv,,United States
La Oroya,/m/0clwrh,,Peru
La Palma,/m/0r2g4,,United States
La Paz,/m/0brq4,,Bolivia
La Paz,/m/0gmfq1n,,Uruguay
La Paz,/m/06xgmz,,Honduras
La Paz,/m/02dfbn,,Mexico
La Paz,/m/08fscj,,Argentina
La Pine,/m/0zcj7,,United States
La Plata,/m/023b97,,Argentina
La Plata,/m/0wxm5,,United States
La Porte,/m/0102mz,,United States
La Porte,/m/0snbn,,United States
La Porte City,/m/0srvg,,United States
La Prairie,/m/0w2jc,,United States
La Puente,/m/0r0h7,,United States
La Quiaca,/m/0bd6wg,,Argentina
La Quinta,/m/0r3pc,,United States
La Rioja,/m/01hlc2,,Argentina
La Roche-en-Ardenne,/m/017wtt,,Belgium
La Rochelle,/m/0qb48,,France
La Romana,/m/06v1cr,,Dominican Republic
La Rousse,/m/05ncrt,,Monaco
La Russell,/m/0wwkf,,United States
"La Salina, Baja California",/m/02pwp8x,,Mexico
La Salle,/m/0wmxx,,United States
La Serena,/m/045y17,,Chile
La Sierpe,/m/03c9tqd,,Cuba
La Tablada,/m/0gg88ws,,Argentina
La Tour-de-Peilz,/m/09ssp2,,Switzerland
La Troncal,/m/03qp1x6,,Ecuador
La Turbie,/m/0c_2tz,,France
La Unión,/m/03h4jpd,,Peru
La Unión,/m/077_4n,,El Salvador
La Unión,/m/02qn6ln,,Colombia
La Unión,/m/0273j10,,Chile
La Vega,/m/09_m0z,,Dominican Republic
La Vergne,/m/0_wmm,,United States
La Verkin,/m/010h2b,,United States
La Verne,/m/0r0hn,,United States
La Vernia,/m/010c5k,,United States
La Victoria,/m/071w1z,,Venezuela
La Villa,/m/0103fz,,United States
La Vista,/m/0x9bs,,United States
La Wantzenau,/m/0281lgx,,France
La Ward,/m/0104h9,,United States
LaBelle,/m/043skg,,United States
LaFayette,/m/0q5pc,,United States
LaFayette,/m/0tddd,,United States
LaFayette,/m/0rzqs,,United States
LaFollette,/m/0_t0j,,United States
LaGrange,/m/0rzk8,,United States
LaMoure,/m/0ypd4,,United States
LaSalle,/m/0s9m_,,United States
Laage,/m/0ff8j5,,Germany
Laakirchen,/m/03gv4sr,,Austria
Laatzen,/m/02sg0_,,Germany
Laayoune,/m/023_2g,,Morocco
Laayoune,/m/023_2g,,Sahrawi Arab Democratic Republic
Labette,/m/0t7_v,,United States
Labici,/m/08z3xc,,Italy
Labin,/m/03cvqs,,Croatia
Laboulaye,/m/0fx8k4,,Argentina
Labuha,/m/0cc63ss,,Indonesia
Labé,/m/05dlv2,,Guinea
Lacey,/m/010vf4,,United States
Lachin,/m/0h4yyr,,Azerbaijan
Lackawanna,/m/0x_fv,,United States
Laclede,/m/0wxg0,,United States
Lacobriga,/m/0hgqgxr,,Portugal
Lacobriga,/m/0hgqgxr,,Ancient Rome
Lacombe,/m/066ws7,,Canada
Lacon,/m/0scpl,,United States
Lacona,/m/0t401,,United States
Laconia,/m/0xdnj,,United States
Lacy Lakeview,/m/04bwk03,,United States
Laddonia,/m/0wscv,,United States
Ladenburg,/m/0272gd3,,Germany
Ladora,/m/0s_n2,,United States
Ladue,/m/0w_yq,,United States
Ladysmith,/m/01190g,,United States
Ladyzhyn,/m/0gt1ws,,Ukraine
Lae,/m/02lvj5,,Papua New Guinea
Laem Chabang,/m/02wz1yc,,Thailand
Lafayette,/m/0qyrs,,United States
Lafayette,/m/0tl6d,,United States
Lafayette,/m/0zgmx,,United States
Lafayette,/m/0sqc8,,United States
Lafayette,/m/0w8j8,,United States
Lafayette,/m/0r919,,United States
Lafayette,/m/0_vvl,,United States
Lagaria,/m/02pnr1_,,Italy
Lagarto,/m/027j_tc,,Brazil
Lagash,/m/0129z7,,Iraq
Lage,/m/03fgys,,Germany
Lages,/m/0694s5,,Brazil
Lago Vista,/m/0109yb,,United States
Lagodekhi,/m/05y83c,,Georgia
Lagos,/m/0lnfy,,Nigeria
Laguna Beach,/m/0r2gj,,United States
Laguna Hills,/m/0r2gx,,United States
Laguna Niguel,/m/0r2h8,,United States
Laguna Woods,/m/0r2hn,,United States
Lahad Datu,/m/05rw10,,Malaysia
Lahan,/m/04_0qq1,,Nepal
Lahan,/m/0496c5n,,Nepal
Lahn,/m/02qst61,,Germany
Lahnstein,/m/07t5t6,,Germany
Lahore,/m/0xnt5,,Pakistan
Lahr/Schwarzwald,/m/04pnbl,,Germany
Lahti,/m/01shj_,,Finland
Lahuachaca,/m/0b6mh53,,Bolivia
Laibin,/m/0bmhlx,,People's Republic of China
Laichingen,/m/0czn24,,Germany
Laingsburg,/m/0vpyz,,United States
Laiyang,/m/08x3xc,,People's Republic of China
Laiyi Township,/m/0gl_lv,,Taiwan
Laja,/m/0522fvn,,Chile
Lajas,/m/03c8zm2,,Cuba
Lajosmizse,/m/0c_d0p,,Hungary
Lake Alfred,/m/0rrgn,,United States
Lake Andes,/m/0_pk9,,United States
Lake Angelus,/m/01_sd2f,,United States
Lake Annette,/m/0xh5q,,United States
Lake Benton,/m/0xdvq,,United States
Lake Bridgeport,/m/010c9b,,United States
Lake Bronson,/m/0w3xs,,United States
Lake Buena Vista,/m/01z_27q,,United States
Lake Butler,/m/04b5dg,,United States
Lake Charles,/m/0tk02,,United States
Lake City,/m/0ssdc,,United States
Lake City,/m/0rkbn,,United States
Lake City,/m/013fp3,,United States
Lake City,/m/0vdv6,,United States
Lake City,/m/0qsl1,,United States
Lake City,/m/0rv4r,,United States
Lake City,/m/0_lkx,,United States
Lake Crystal,/m/0vvf9,,United States
Lake Dallas,/m/0214m74,,United States
Lake Elmo,/m/01_ylsm,,United States
Lake Elsinore,/m/09v56_3,,United States
Lake Forest,/m/0r2j0,,United States
Lake Forest,/m/0sb1r,,United States
Lake Forest Park,/m/010rj7,,United States
Lake Geneva,/m/011cg9,,United States
Lake Havasu City,/m/0qpxs,,United States
Lake Helen,/m/0rsnb,,United States
Lake Henry,/m/0wk8n,,United States
Lake Jackson,/m/0_yq1,,United States
Lake Lafayette,/m/0wx1m,,United States
Lake Lillian,/m/0w3jd,,United States
Lake Lotawana,/m/0wwb6,,United States
Lake Lure,/m/0203fx1,,United States
Lake Mary,/m/0rs2f,,United States
Lake Mills,/m/01mld6,,United States
Lake Mills,/m/0t4fv,,United States
Lake Norden,/m/0_qng,,United States
Lake Oswego,/m/0k7h0,,United States
Lake Ozark,/m/013grv,,United States
Lake Park,/m/0yl87,,United States
Lake Park,/m/0sv8q,,United States
Lake Park,/m/0vt1y,,United States
Lake Park,/m/0rxxj,,United States
Lake Point,/m/076z4hr,,United States
Lake Preston,/m/0_r1p,,United States
Lake Quivira,/m/013cyd,,United States
Lake Santeetlah,/m/0ygks,,United States
Lake Shore,/m/0vwml,,United States
Lake St. Croix Beach,/m/0wmnn,,United States
Lake St. Louis,/m/0w_7c,,United States
Lake Station,/m/0sn5v,,United States
Lake Stevens,/m/010tnw,,United States
Lake Tapawingo,/m/0wwbk,,United States
Lake View,/m/0qw8d,,United States
Lake View,/m/0t2wk,,United States
Lake Village,/m/0qs2g,,United States
Lake Waccamaw,/m/0yfn1,,United States
Lake Wales,/m/0rrhb,,United States
Lake Waukomis,/m/0wz8s,,United States
Lake Wilson,/m/0xf50,,United States
Lake Winnebago,/m/0wtdk,,United States
Lake Worth,/m/0109f8,,United States
Lake Worth Beach,/m/0rq9m,,United States
Lakefield,/m/0w2_k,,United States
Lakeland,/m/0rxnz,,United States
Lakeland,/m/0rrhp,,United States
Lakeland,/m/0_wth,,United States
Lakeland,/m/0wmn_,,United States
Lakeland Shores,/m/0wmpb,,United States
Lakeport,/m/0q_rd,,United States
Lakeport,/m/010203,,United States
Lakeshire,/m/0w_z1,,United States
Lakeside,/m/0zcdf,,United States
Lakeside,/m/0wxw2,,United States
Lakeside,/m/0ss54,,United States
Lakeside Park,/m/0tghr,,United States
Lakesite,/m/0_v4r,,United States
Lakeview,/m/0zdnp,,United States
Lakeview,/m/0qrh_,,United States
Lakeview Heights,/m/0thxn,,United States
Lakeville,/m/0vz11,,United States
Lakeway,/m/0109yp,,United States
Lakewood,/m/0rbgg,,United States
Lakewood,/m/0yvjx,,United States
Lakewood,/m/0r0jd,,United States
Lakewood,/m/010s_p,,United States
Lakewood Village,/m/01004p,,United States
Lakin,/m/0t7vp,,United States
Lakota,/m/0yq2j,,United States
Lakota,/m/0t0g9,,United States
Lalamusa,/m/0cmc3b,,Pakistan
Lalitpur,/m/04m_xt,,Nepal
Lalitpur,/m/03m9ny,,India
Lamap,/m/0ztb1lj,,Vanuatu
Lamar,/m/0qv1f,,United States
Lamar,/m/0wskp,,United States
Lamar,/m/0rcf0,,United States
Lamas,/m/09lfqh,,Peru
Lamasba,/m/011p_5gm,,Kingdom of Numidia
Lambaréné,/m/05xn75,,Gabon
Lambayeque,/m/056pl1,,Peru
Lamberton,/m/0wfz5,,United States
Lambertville,/m/0xn_2,,United States
Lambrecht,/m/0bqg1l,,Germany
Lambs Grove,/m/0s_v_,,United States
Lambton Shores,/m/0bk7l2,,Canada
Lamesa,/m/0__yc,,United States
Lamia,/m/02k6xg,,Greece
Lamitan,/m/06nbtk,,Philippines
Lamoni,/m/0sv0t,,United States
Lamont,/m/0ss2r,,United States
Lampa,/m/03hh1b_,,Peru
Lampa,/m/0czz9s,,Chile
